Station_name,Station Latitude,Station Longitude,Bikes,Category,Name,POI Latitude,POI Longitude,Rating,Reviews,_merge
Columbia & 14th,49.258902,-123.109596,14,"Landmarks, Parks & Sports","B.L.Training, B.Odies For L.Ife",49.261,-123.107,5.0,1.0,Yelp
Columbia & 14th,49.258902,-123.109596,14,"Landmarks, Parks & Sports",Mount Pleasant Skate Park,49.258,-123.107,3.0,1.0,Yelp
Columbia & 14th,49.258902,-123.109596,14,"Landmarks, Parks & Sports",Vancouver City,49.257,-123.106,0.0,0.0,Yelp
Columbia & 14th,49.258902,-123.109596,14,Retail,Loli Senpai,49.261,-123.113,3.0,1.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,Score On Davie,49.282,-123.135,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,1181 Lounge,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,Bute Street Plaza,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,The Junction,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,Fantasy Factory,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,Davie Street Dance Party,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,Vista Digital Cafe,49.281,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,Playhouse Nightclub,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,Chandler Armstrong Astrologer,49.28,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Municipal,Cardiology Department,49.281,-123.13,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Municipal,Surgical Daycare Unit,49.281,-123.13,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Municipal,Ultrasound Department,49.281,-123.13,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Municipal,Hemodialysis Unit,49.281,-123.13,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Melriches Coffeehouse,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Matchstick,49.283,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Starbucks,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Blenz Coffee,49.282,-123.133,3.5,37.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Trees Cheesecake & Organic Coffee,49.281,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Latin Square,49.281,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",La Belle Patate,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Score On Davie,49.282,-123.135,4.5,344.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Sushi Bar Maumi,49.281,-123.134,4.0,172.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Davie Dosa Co,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Stepho'S Souvlaki Greek Taverna,49.281,-123.132,3.0,641.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Mumbai Local Restaurant,49.281,-123.132,4.0,114.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Cazba Restaurant,49.281,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Takis Taverna,49.28,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Los Amigos Taqueria,49.281,-123.132,4.0,121.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Thai Basil Restaurant,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Gurkha Himalayan Kitchen,49.281,-123.132,4.0,192.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Transylvanian Traditions Bakery,49.281,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Samurai Japanese Restaurant,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Downtown Donair & Kebab,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Mary'S On Davie,49.282,-123.134,4.0,63.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",European Delicatessen,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Megabite Pizza,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",India Bistro,49.281,-123.132,3.5,198.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Thida Thai Restaurant,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Yummy Pizza,49.281,-123.133,3.0,37.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Fatburger,49.28,-123.131,3.5,38.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Pho Central,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Disco Cheetah,49.282,-123.133,4.5,57.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Kfc,49.281,-123.132,2.0,52.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",The Junction,49.281,-123.132,3.0,50.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Dosa And Curry On Davie,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Japanese Bistro Hatzu,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Guu - Davie,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Albasha,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Nene Chicken,49.282,-123.134,4.0,14.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",The Italians,49.281,-123.134,4.0,52.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Neptune Chinese Kitchen,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Downtown Sushi Bar,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Kinara Indian Cuisine,49.283,-123.136,4.0,32.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Vietnamese Cuisine Central,49.28,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Best Bite Donair,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Beetbox,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Pokébar,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Gringo,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Bonta Italian Ristorante,49.28,-123.13,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Triple O'S - Mac'S On Davie,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Dosa And Curry,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Donair Dude,49.281,-123.133,3.5,264.0,both
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Grasshopper,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Stefo'S,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Kamiya Sushi To Go,49.281,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Rendezvous Pizza,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Poke Bar,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",1181 Lounge,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Pumpjack Pub,49.281,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Da Haus,49.284,-123.13,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Nelson Park,49.283,-123.129,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Jim Deva Plaza,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Dog Park,49.283,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Orangetheory Fitness,49.281,-123.133,2.5,14.0,both
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",St. Paul'S Cathedral Multipurpose Hall,49.283,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Alexandria Park,49.282,-123.135,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",West End Sex Worker'S Memorial,49.283,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Gym,49.281,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Nelson Park Community Gardens,49.283,-123.13,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Mole Hill Coop,49.281,-123.13,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Mascall Dance,49.283,-123.134,0.0,0.0,both
Bute & Davie,49.282224,-123.132778,20,Retail,West End Farmers Market,49.283,-123.131,4.5,21.0,both
Bute & Davie,49.282224,-123.132778,20,Retail,Bc Liquor Store,49.282,-123.133,2.5,10.0,both
Bute & Davie,49.282224,-123.132778,20,Retail,Collective Market,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Garden Health,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Fine Foods Of The World,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Macintosh Consulting Group,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Genesis Nutrition,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Liquor Stores-Government,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Kin'S Garden Farm Market,49.281,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Loo'S Market,49.281,-123.132,0.0,0.0,both
Bute & Davie,49.282224,-123.132778,20,Retail,Mcintosh Grocery,49.28,-123.131,3.0,1.0,both
Bute & Davie,49.282224,-123.132778,20,Retail,Reid Martha,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Shoppers Drug Mart,49.281,-123.132,2.5,46.0,both
Bute & Davie,49.282224,-123.132778,20,Retail,Davie Pharmacy,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Circle K,49.281,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,The Medical Cannabis Dispensary,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Murale,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Pharmaprix,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Ultra-Love Products Ltd,49.281,-123.132,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,State Of Mind,49.28,-123.131,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Urban Villa,49.28,-123.131,4.0,7.0,both
Bute & Davie,49.282224,-123.132778,20,Retail,My Little Green Shop,49.284,-123.13,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Little Sister'S Book & Art Emporium,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Fido Exclusive Dealer - Skynet Wireless,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Magic Dollar Discount Store,49.282,-123.134,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Fido,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Retail,Book Warehouse Discount Book Stores,49.282,-123.133,,,Foursquare
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,Davie Art Shop,49.282,-123.134,5.0,3.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Arts & Entertainment,Mascall Dance,49.283,-123.134,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Schools,School Board Vancouver,49.283,-123.13,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Municipal,Qmunity,49.282,-123.133,5.0,1.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Municipal,Providence Health Care,49.281,-123.129,4.0,1.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Keto Caveman Davie,49.282,-123.134,4.5,7.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Matchstick Coffee,49.283,-123.135,4.0,20.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Tom Sushi,49.282,-123.133,4.5,178.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Davie Dosa Company,49.282,-123.134,4.0,188.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Thida Thai Resturant,49.282,-123.133,3.5,67.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Guu Davie,49.282,-123.134,3.0,23.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Banana Leaf,49.28,-123.13,3.5,239.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Downtown Sushi Bar Japanese Restaurant,49.282,-123.133,2.5,118.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Cazba,49.281,-123.131,3.5,241.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Moxies,49.281,-123.133,3.0,150.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Al Basha,49.282,-123.134,4.0,22.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Neptune - The House Of Momo & Bar,49.281,-123.132,3.5,34.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Pho Goodness,49.281,-123.132,3.5,217.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Ho Ho’S Yummy Food,49.282,-123.134,2.5,63.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Thai Basil,49.28,-123.132,3.5,217.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Amoka Coffee And Bites,49.28,-123.13,4.0,79.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Vancouver European Deli,49.282,-123.134,4.0,34.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Kadoya Japanese Restaurant,49.28,-123.13,3.5,211.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Vera'S Burger Shack,49.28,-123.13,3.5,140.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Cardero Cafe,49.281,-123.131,5.0,14.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Momo Factory Davie,49.281,-123.132,5.0,1.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Denny'S,49.28,-123.131,2.5,101.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Bento Sushi,49.282,-123.134,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Yummy Slice Pizza,49.281,-123.133,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Marhaba Food Story,49.281,-123.133,1.0,2.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Megabite Davie,49.281,-123.132,3.0,35.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Mona'S Beirut Express,49.282,-123.133,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",The Pumpjack Pub,49.282,-123.133,4.0,46.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",1181,49.282,-123.133,3.0,52.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",The Fountainhead Pub,49.28,-123.13,4.0,126.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Bars, Restaurants & Cafes",Numbers Cabaret,49.28,-123.131,3.0,36.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Davie Village,49.282,-123.133,4.5,2.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Two Dragons Yoga,49.285,-123.129,5.0,1.0,Yelp
Bute & Davie,49.282224,-123.132778,20,"Landmarks, Parks & Sports",Shearwater Research,49.284,-123.13,1.0,1.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Vancouver European Deli,49.282,-123.134,4.0,34.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Kin'S Farm Market - Davie Street,49.281,-123.133,3.5,34.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Your Independent Grocer,49.282,-123.134,2.5,77.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Jang Tur Food Store,49.281,-123.133,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,The Grocery Cart,49.283,-123.134,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Market Westside,49.282,-123.134,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Martway,49.28,-123.131,1.0,1.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Yang'S Marketeria,49.283,-123.135,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Circle K Shell Food Stores,49.28,-123.129,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Mac'S,49.282,-123.133,3.5,4.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Tutti Gifts,49.281,-123.132,3.5,8.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Rosalinda'S Dollarmart,49.28,-123.13,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Network Apparel Corporation,49.282,-123.135,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Amber'S Collection Fashion & Accessories,49.28,-123.13,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Hypatia Shoes,49.283,-123.136,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Obstruction,49.281,-123.132,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Mantique Fashions,49.28,-123.13,0.0,0.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Tall Order Culinary Team Building,49.283,-123.131,5.0,6.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Davie Art Shop,49.282,-123.134,5.0,3.0,Yelp
Bute & Davie,49.282224,-123.132778,20,Retail,Amy'S Jr Loonie Toonie Town,49.28,-123.13,4.0,18.0,Yelp
7th & Laurel,49.265071,-123.12386399999998,14,Arts & Entertainment,Vanart Studio,49.263,-123.126,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,Arts & Entertainment,Privé Kitchen + Bar,49.264,-123.126,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,Arts & Entertainment,Patron Art House,49.265,-123.125,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,Arts & Entertainment,Carrie Wheeler Entertainment Group,49.264,-123.127,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,Municipal,Vgh It,49.263,-123.125,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,Municipal,Vancouver General Hospital - Research Pavilion,49.263,-123.123,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,Municipal,Vancouver Hospital And Health Sciences Centre,49.263,-123.124,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,Municipal,"Pollock Clinics - Hair Restoration, Ed Treatment , Vasectomy, Circumcision",49.264,-123.122,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,Municipal,Hospital Employees Union,49.263,-123.123,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Deja Brew,49.264,-123.125,4.5,52.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Tony'S Coffee,49.264,-123.122,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Tim Hortons,49.266,-123.123,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Chef'S Harvest,49.263,-123.122,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Dalina,49.263,-123.126,4.0,21.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Gyu-Kaku Bbq,49.263,-123.126,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Dynasty Seafood Restaurant 皇朝海鮮酒家,49.264,-123.121,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Banana Leaf,49.263,-123.122,3.5,296.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Yanaki Sushi,49.266,-123.122,4.0,75.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Szechuan Chili Restaurant,49.266,-123.122,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",A&W Restaurant,49.263,-123.121,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Subway,49.266,-123.12,1.5,6.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Kisokoma Japanese Restaurant,49.264,-123.122,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Halfday Tea + Flower,49.264,-123.124,4.5,6.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Wings Tap & Grill,49.264,-123.122,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Legendary Noodle,49.264,-123.124,3.5,8.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Moderne Burger Burgerette,49.264,-123.123,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Chef'S Choice Chinese Cuisine,49.264,-123.125,4.0,24.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",New India Buffet & Restaurant Ltd,49.264,-123.122,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Happy Wood Bbq House,49.264,-123.126,4.5,7.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Minato Sushi Restaurant,49.263,-123.126,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Privé Kitchen + Bar,49.264,-123.126,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Meat & Bread,49.263,-123.121,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Loz Takos,49.263,-123.121,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Johnny Rockets,49.263,-123.126,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Moderne Burger,49.264,-123.124,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Broadway Earl'S,49.264,-123.124,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Freshslice Pizza,49.263,-123.123,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Cafe La Coupole,49.263,-123.122,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Dynasty Seafood Restaurant,49.264,-123.121,3.5,285.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Yu Shang Hot Pot,49.263,-123.126,4.5,73.0,both
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",East Ocean Seafood Restaurant,49.263,-123.121,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Yushang Hotpot,49.263,-123.126,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Pizza Hut,49.263,-123.126,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Rich Ocean Seafood Restaurant The Ltd,49.263,-123.121,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Bars, Restaurants & Cafes",Speakeasy Bar & Grill,49.264,-123.124,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Landmarks, Parks & Sports",Charleson Park,49.267,-123.125,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Landmarks, Parks & Sports",Laurel Street Land Bridge,49.266,-123.125,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Landmarks, Parks & Sports",Chareson Park Waterfall,49.266,-123.124,,,Foursquare
7th & Laurel,49.265071,-123.12386399999998,14,"Landmarks, Parks & Sports",Gymbox Fitness Ltd,49.264,-123.125,,,Foursquare
